Longitude,Latitude,operator_name,avg_dl_4g_ios,avg_dl_4g_ad,avg_dl_ip12_5g,avg_dl_ad_5g,avg_dl_4g_ios_pred,avg_dl_4g_ad_pred,avg_dl_ip12_5g_pred,avg_dl_ad_5g_pred
24.93947808,60.25285629,DNA,,52.25,,,59,70,346,313
24.93947808,60.25285629,Elisa,10.3,95.15,,108.8,34,60,177,202
24.93947808,60.25508481,DNA,,54.1,,,53,74,362,312
24.93947808,60.25508481,Elisa,6.4,3.3,,465.7,34,37,173,309
24.93947808,60.25508481,Telia,,21.05,,,55,43,159,306
24.93947808,60.25731319,DNA,4.5,57.3,,201.5,37,68,356,295
24.93947808,60.25731319,Elisa,69.8,58.28,169.6,,48,44,156,280
24.93947808,60.25731319,Telia,,,,,40,43,145,276
24.93947808,60.25954141,Elisa,15.7,21.83333333,52.4,,37,41,125,251
24.93947808,60.26176948,Elisa,,,278.1,,45,58,192,226
24.93947808,60.27068023,Elisa,,51,,,45,57,205,199
24.93947808,60.27290755,Elisa,44.6,,,,47,54,205,199
24.93947808,60.27513471,DNA,,,105.4,,67,62,173,365
24.93947808,60.27513471,Elisa,,47.2,,,53,50,205,200
24.93947808,60.28181527,Telia,,,,,44,56,253,222
24.93947808,60.28626823,DNA,21.4,,,,48,63,227,305
24.93947808,60.28849448,Telia,,75.8,,,58,72,296,245
24.93947808,60.29072058,DNA,104.2,,,,87,120,244,299
24.93947808,60.29072058,Elisa,76.3,63.9,,137.7,86,60,201,266
24.93947808,60.29072058,Telia,154.6,,,,58,67,308,239
24.93947808,60.29294652,Elisa,167.3,59.23333333,161.05,490.8,88,62,182,337
24.93947808,60.29294652,Telia,73.425,43.4,,,56,58,315,227
24.93947808,60.29517232,DNA,,172.7,,,102,151,284,335
24.93947808,60.29517232,Elisa,111.35,,,,90,66,181,277
24.93947808,60.29517232,Telia,,77.7,,,44,64,317,223
24.93947808,60.29739796,DNA,106.3,,,,111,134,319,354
24.93947808,60.29739796,Elisa,,,255.2,291.2,78,66,208,252
24.93947808,60.29962345,Telia,,73.4,,,35,72,319,226
24.93947808,60.30184879,DNA,,115.9,,,113,109,351,338
24.93947808,60.30184879,Elisa,45.1,,,,55,65,182,166
24.93947808,60.30184879,Telia,22,125.6,,,32,75,322,232
24.93947808,60.30629902,DNA,,89.6,,268.3,66,91,318,297
24.93947808,60.30629902,Elisa,26.8,74.15,,,40,72,156,143
24.93947808,60.30629902,Telia,41.3,140.7,,,43,67,334,249
24.93947808,60.33076443,DNA,,152.15,,,22,122,234,233
24.93947808,60.3396564,Elisa,,,,,56,33,138,185
24.93947808,60.34410148,Elisa,,6,,,52,22,135,190
24.94396966,60.15465096,DNA,366.85,184.3,,,76,132,241,277
24.94396966,60.15465096,Elisa,122.5333333,101.65,,263.9,89,94,254,233
24.94396966,60.15465096,Telia,60.53333333,205.7,,,63,46,345,286
24.94396966,60.15688617,DNA,78.78,170.6,,,83,125,237,271
24.94396966,60.15688617,Elisa,55.9,99.65,158.8666667,289.9,75,89,232,250
24.94396966,60.15688617,Telia,81.94,53.375,187,394.45,63,44,236,292
24.94396966,60.15912122,DNA,113.7666667,136.9,104,322.4333333,99,111,229,271
24.94396966,60.15912122,Elisa,58.73333333,66.23333333,,165.15,77,76,281,250
24.94396966,60.15912122,Telia,48.86666667,47.86666667,98.1,730.4,51,43,172,222
24.94396966,60.16135612,DNA,121.2833333,212.6,,103.8,114,109,308,230
24.94396966,60.16135612,Elisa,113.2,66.76666667,334.64,422.18,94,78,316,320
24.94396966,60.16135612,Telia,38.84,51.875,,,49,49,201,194
24.94396966,60.16359087,DNA,157.675,181.16,,313.95,128,129,358,284
24.94396966,60.16359087,Elisa,106.4333333,87.9,361,168.4,103,92,330,280
24.94396966,60.16359087,Telia,54.63333333,67.6,,,62,63,236,197
24.94396966,60.16582547,DNA,111.64,104.975,408.3,189.4,113,116,382,306
24.94396966,60.16582547,Elisa,122.375,111.2333333,368.5333333,278.6333333,114,104,342,306
24.94396966,60.16582547,Telia,104.1666667,104.4,,206.0333333,81,78,260,198
24.94396966,60.16805991,DNA,98,110.7,314.88,421.0333333,101,109,349,413
24.94396966,60.16805991,Elisa,203.65,137.3166667,455.45,589.68,112,107,356,323
24.94396966,60.16805991,Telia,52.74,53.98,303.3,135.025,69,71,271,186
24.94396966,60.1702942,DNA,106.35,113.5666667,230.3166667,565.675,99,98,284,491
24.94396966,60.1702942,Elisa,163,130.0833333,226.2833333,344.1,102,109,283,326
24.94396966,60.1702942,Telia,71.28,86.08333333,313,255.575,71,74,250,236
24.94396966,60.17252835,DNA,82.85,76.58,,381.8666667,92,82,270,480
24.94396966,60.17252835,Elisa,75.45,73.88333333,575.8,314.92,82,89,270,296
24.94396966,60.17252835,Telia,96.01666667,38.43333333,16.6,328.075,77,60,152,292
24.94396966,60.17476233,DNA,119.1,33.575,328.9,433.45,94,68,290,487
24.94396966,60.17476233,Elisa,23,74.85,289.9,,59,77,267,250
24.94396966,60.17476233,Telia,,57.26666667,,326.3,67,56,159,319
24.94396966,60.17699617,Elisa,28.3,,,,51,66,234,220
24.94396966,60.17922986,DNA,45.925,,208.3,,74,81,329,439
24.94396966,60.17922986,Elisa,36.82,,244.6,,51,56,208,208
24.94396966,60.17922986,Telia,21.7,,118.3,,44,39,183,312
24.94396966,60.18146339,DNA,,81.85,625.9,,93,81,412,422
24.94396966,60.18146339,Elisa,,66.1,96.7,,59,61,155,211
24.94396966,60.18146339,Telia,,27.7,,,45,37,244,317
24.94396966,60.18369677,DNA,166.4,90.53333333,17.9,598.5,113,79,277,438
24.94396966,60.18369677,Elisa,75.1,96.3,145.9,320.025,65,77,157,220
24.94396966,60.18369677,Telia,44,18.775,,,47,41,281,343
24.94396966,60.18593,DNA,45.2,26.575,1012.2,396.3,89,73,342,378
24.94396966,60.18593,Elisa,72.72,76.8,91.65,83.4,68,79,154,150
24.94396966,60.18593,Telia,15.375,32.56666667,,,46,53,306,373
24.94396966,60.18816308,DNA,134.4,112.775,447.85,320.9,108,106,434,326
24.94396966,60.18816308,Elisa,93.6,107.7666667,233.15,,73,82,185,161
24.94396966,60.18816308,Telia,79.15,91.16666667,338.7,553.2,64,72,329,406
24.94396966,60.190396,DNA,86.35,198.8,763.4,,100,135,515,309
24.94396966,60.190396,Elisa,34.15,49.73333333,14.4,169.7,60,63,126,167
24.94396966,60.190396,Telia,66.54,65.1,224.2,358,65,64,299,349
24.94396966,60.19262878,DNA,91.725,107.04,394.35,424.4,104,117,442,353
24.94396966,60.19262878,Elisa,77.325,156.28,79.9,90.05,71,65,162,160
24.94396966,60.19262878,Telia,59.14,30.1,221.7,223.6,66,53,271,314
24.94396966,60.1948614,DNA,178.2166667,105.05,403.2,348.85,129,122,423,363
24.94396966,60.1948614,Elisa,71.83333333,96.44,492.65,210.22,66,75,270,190
24.94396966,60.1948614,Telia,84.46,51.31666667,198.55,,72,59,261,357
24.94396966,60.19709387,DNA,62.08333333,186.5,408.56,417.9,113,137,389,384
24.94396966,60.19709387,Elisa,31.98333333,63.6,61.13333333,168.3,54,71,150,177
24.94396966,60.19709387,Telia,43.62,100.18,320.9,797.3,62,71,295,356
24.94396966,60.19932619,DNA,206.4,111.2166667,109.95,421.125,149,104,292,376
24.94396966,60.19932619,Elisa,70.08,56.53333333,28.55,31.9,64,75,102,127
24.94396966,60.19932619,Telia,,34.45,219.7333333,305.6333333,63,57,285,346
24.94396966,60.20155836,DNA,167.7,58.03333333,,,138,73,296,334
24.94396966,60.20155836,Elisa,,98.6,,56.1,70,85,118,122
24.94396966,60.20155836,Telia,,,251.7,438.9,60,67,267,367
24.94396966,60.20379037,DNA,87.6,,,104.1,113,77,291,285
24.94396966,60.20379037,Elisa,92.3,112.6,,,74,82,143,151
24.94396966,60.20379037,Telia,,,66.2,,53,71,220,338
24.94396966,60.20602223,DNA,147.3,123.5,,674.7,122,91,299,397
24.94396966,60.20602223,Elisa,,136.4333333,,,57,79,176,168
24.94396966,60.20602223,Telia,60.7,96.3,288.8,,53,75,282,333
24.94396966,60.20825394,DNA,143.7,101.4,599.9,243.7333333,124,94,364,337
24.94396966,60.20825394,Elisa,54.5,107.6,272.95,226.5,49,93,232,189
24.94396966,60.20825394,Telia,63.66666667,56.23333333,353.575,443.45,52,64,311,350
24.94396966,60.2104855,DNA,204.3,103.65,,,141,110,315,385
24.94396966,60.2104855,Elisa,,97.76,474.4,170.65,49,92,305,203
24.94396966,60.2104855,Telia,32.025,30.2,186.1,,44,51,253,306
24.94396966,60.21271691,DNA,102.9,182.875,550.65,611.4,117,140,349,470
24.94396966,60.21271691,Elisa,63.86666667,83.53333333,289.2,363.56,53,83,249,261
24.94396966,60.21271691,Telia,46.4,,150.4,,47,48,225,285
24.94396966,60.21494817,DNA,89.8,133.9,,,96,137,328,459
24.94396966,60.21494817,Elisa,167.6,61.25,,,51,74,185,240
24.94396966,60.21494817,Telia,,16.8,,,52,37,248,292
24.94396966,60.21717927,DNA,19,150.2,,,78,138,358,453
24.94396966,60.21717927,Elisa,49.5,98.4,,265.7,54,79,159,259
24.94396966,60.21717927,Telia,,31.75,,,57,38,261,327
24.94396966,60.21941022,DNA,205.76,189.6,734.46,820.8,131,132,442,446
24.94396966,60.21941022,Elisa,82.4,46.95,98.7,472,70,66,180,315
24.94396966,60.21941022,Telia,49.45,46.75,,400,56,42,266,377
24.94396966,60.22164102,DNA,179.9,214.5,385.45,562.4166667,137,93,372,444
24.94396966,60.22164102,Elisa,64.175,53.05,376.6,651.14,70,61,303,285
24.94396966,60.22164102,Telia,29.95,10.1,284.4,425.3,50,34,251,405
24.94396966,60.22387167,DNA,,45.95,,,106,71,333,389
24.94396966,60.22387167,Elisa,93.5,26.5,,734.1,74,51,314,294
24.94396966,60.22387167,Telia,,0.3,,,54,31,173,389
24.94396966,60.22610217,DNA,90.3,60.6,,,101,75,314,357
24.94396966,60.22610217,Elisa,88.3,44.3,,,72,55,279,299
24.94396966,60.22610217,Telia,61.65,36.4,12.9,,48,40,116,344
24.94396966,60.22833251,DNA,,85.775,,,125,87,309,342
24.94396966,60.22833251,Elisa,68.3,,,,74,61,243,286
24.94396966,60.22833251,Telia,0.4,82.5,218.7,270.4,27,49,166,296
24.94396966,60.2305627,DNA,171.1,,,,130,93,333,349
24.94396966,60.2305627,Elisa,76.7,65.9,,,77,61,226,265
24.94396966,60.2305627,Telia,,24.5,,,27,31,166,295
24.94396966,60.23279275,DNA,14.8,50.65,,,72,80,391,376
24.94396966,60.23279275,Elisa,13,,,,57,53,224,244
24.94396966,60.23279275,Telia,22.2,18.53333333,,,26,27,155,305
24.94396966,60.23502263,DNA,,,578.8,,57,82,447,392
24.94396966,60.23502263,Elisa,77.5,65.4,,,69,52,232,232
24.94396966,60.23502263,Telia,,,,,26,33,137,320
24.94396966,60.23725237,DNA,22.4,,,,44,78,373,389
24.94396966,60.23725237,Elisa,114.3,50.95,,247.2,81,50,238,231
24.94396966,60.23725237,Telia,8.65,,,373.7,27,39,122,349
24.94396966,60.23948196,DNA,56.7,,,,58,75,289,370
24.94396966,60.23948196,Elisa,110.25,52.1,,281.0333333,81,56,250,240
24.94396966,60.23948196,Telia,251.8,,,,40,49,118,378
24.94396966,60.24171139,DNA,,,,,80,71,216,344
24.94396966,60.24171139,Elisa,147,77.7,250.6,96.4,69,72,272,213
24.94396966,60.24171139,Telia,,,23.8,,52,62,103,418
24.94396966,60.24394068,DNA,203.7,233,105.6,,114,69,163,325
24.94396966,60.24394068,Elisa,79.9,107.4666667,424.3,395.8333333,70,86,315,270
24.94396966,60.24394068,Telia,76.24,116.4,,717.1,73,74,139,444
24.94396966,60.24616981,DNA,89.9,116.4,,,80,76,172,305
24.94396966,60.24616981,Elisa,110.65,99,240.3,130.45,74,82,235,206
24.94396966,60.24616981,Telia,88.9,51.46666667,,,76,58,171,428
24.94396966,60.24839879,DNA,1,19.05,25.3,,50,51,191,307
24.94396966,60.24839879,Elisa,48.46,81.9,234.1,365,57,72,205,246
24.94396966,60.25062761,DNA,27.7,22.4,418.3,,52,55,327,314
24.94396966,60.25062761,Elisa,46.1,25,806.3,,50,53,194,211
24.94396966,60.25062761,Telia,39.7,68.3,,454.2,48,64,233,395
24.94396966,60.25285629,DNA,,68.3,,,67,78,363,314
24.94396966,60.25285629,Elisa,39.66666667,,223.6,140.1,45,53,210,202
24.94396966,60.25285629,Telia,63.83333333,115.1,429.8,,57,75,274,332
24.94396966,60.25508481,DNA,313.7,162.7166667,429.2,,70,102,385,321
24.94396966,60.25508481,Elisa,61.3,21.3,,372.8,49,41,214,281
24.94396966,60.25508481,Telia,112.5,144,,,66,58,211,283
24.94396966,60.25731319,DNA,284,74,,414.5,60,77,369,346
24.94396966,60.25731319,Elisa,57.6,17.4,,,48,38,177,272
24.94396966,60.25731319,Telia,9.2,61.9,,,36,51,174,258
24.94396966,60.25954141,DNA,6.7,26.4,,,39,60,353,345
24.94396966,60.25954141,Elisa,22.7,36.7,69.8,,41,45,126,250
24.94396966,60.25954141,Telia,10.9,17,,,28,40,153,245
24.94396966,60.26176948,Elisa,71.25,,111.1666667,191.6,57,64,145,218
24.94396966,60.26176948,Telia,0.4,,,,28,47,139,237
24.94396966,60.26622516,DNA,,,,,62,92,302,354
24.94396966,60.26622516,Elisa,,,241.1,,46,74,212,203
24.94396966,60.28626823,DNA,,18.3,,230.5,68,59,255,276
24.94396966,60.28626823,Elisa,91.525,43.75,,217.85,92,56,242,299
24.94396966,60.28626823,Telia,42.16666667,83.2,,,55,74,282,241
24.94396966,60.28849448,DNA,106.475,97.8,,283.5,84,98,265,279
24.94396966,60.28849448,Elisa,140.6,81.86666667,,437.6,106,65,245,353
24.94396966,60.28849448,Telia,73.2,87.82,,,64,78,297,259
24.94396966,60.29072058,DNA,267.55,,,,83,129,261,266
24.94396966,60.29072058,Elisa,,27.8,,302,96,57,245,317
24.94396966,60.29072058,Telia,78.3,,,,63,74,312,256
24.94396966,60.29294652,DNA,,185.6333333,222,114.9,85,150,256,239
24.94396966,60.29294652,Elisa,131.8666667,76.1,292.5,382.7,100,72,251,311
24.94396966,60.29294652,Telia,33.5,,,168.8,48,66,322,224
24.94396966,60.29517232,DNA,,138.15,,323.4,99,138,287,299
24.94396966,60.29517232,Elisa,,98.25,,104.2,93,77,237,225
24.94396966,60.29517232,Telia,25.45,,,,42,65,318,230
24.94396966,60.29739796,DNA,,319.8,,,119,124,321,324
24.94396966,60.29739796,Elisa,,290.4,,,85,67,239,226
24.94396966,60.29739796,Telia,,114.6,,,43,78,318,233
24.94396966,60.29962345,Elisa,92.4,,,,78,64,228,199
24.94396966,60.29962345,Telia,50.64,78.05,,,41,77,322,235
24.94396966,60.30184879,DNA,221.5,95.53333333,433,,151,100,376,336
24.94396966,60.30184879,Elisa,75.3,57.45,,89.7,65,63,203,151
24.94396966,60.30184879,Telia,,101.3,,,35,83,326,239
24.94396966,60.3085239,DNA,26.5,,,,40,86,280,307
24.94396966,60.31297322,DNA,,,,181.7,31,82,246,263
24.94396966,60.31742193,Elisa,,,,,52,69,145,152
24.94396966,60.33076443,Elisa,81.7,,,,75,50,148,173
24.94396966,60.34854595,Telia,39,,,,40,46,273,264
24.94846123,60.15465096,DNA,57.6,243.3,,,71,113,254,275
24.94846123,60.15465096,Elisa,140.65,128.9,280.8,311.3,107,98,261,255
24.94846123,60.15465096,Telia,174.4,,372.35,280.3,61,55,352,284
24.94846123,60.15688617,DNA,116.9,94.825,,226.5,90,104,254,260
24.94846123,60.15688617,Elisa,109.1833333,107.2166667,214.575,239.775,98,87,251,254
24.94846123,60.15688617,Telia,72.14,47.61666667,,262.55,62,50,266,260
24.94846123,60.15912122,DNA,60.98333333,67.26666667,,,85,93,269,265
24.94846123,60.15912122,Elisa,102.675,62.23333333,362.6,320.7,92,73,304,282
24.94846123,60.15912122,Telia,74.16666667,40.13333333,89.35,123.3,57,47,186,196
24.94846123,60.16135612,DNA,93.88,125.94,,,102,109,311,270
24.94846123,60.16135612,Elisa,71.11666667,79.03333333,726.2,414.45,89,81,304,314
24.94846123,60.16135612,Telia,32.16666667,50.25,,133.9,47,52,214,184
24.94846123,60.16359087,DNA,81.23333333,84.225,,356.5,102,112,348,307
24.94846123,60.16359087,Elisa,106.64,96.7,224.25,263.4,102,92,291,281
24.94846123,60.16359087,Telia,52.32,49.6,,,60,57,252,211
24.94846123,60.16582547,DNA,96.175,122.1,,332.3,100,119,350,341
24.94846123,60.16582547,Elisa,90.46666667,106.175,315.18,346.325,107,102,327,308
24.94846123,60.16582547,Telia,89.14,29.22,,,78,61,287,220
24.94846123,60.16805991,DNA,71.45,112.25,343.2,567.6,94,109,325,450
24.94846123,60.16805991,Elisa,156.28,126.7,359.4,266.45,115,110,335,292
24.94846123,60.16805991,Telia,79.225,77.3,,133,78,73,296,192
24.94846123,60.1702942,DNA,94.25,61.88,,555.1,95,92,273,504
24.94846123,60.1702942,Elisa,128.9333333,123.8833333,233.675,337.9333333,111,108,260,287
24.94846123,60.1702942,Telia,78.8,78.98,,109.6,74,75,239,196
24.94846123,60.17252835,DNA,144.55,128.275,87.3,552.3,108,101,232,527
24.94846123,60.17252835,Elisa,91.14,93.81666667,166,181.82,91,89,206,233
24.94846123,60.17252835,Telia,52.35,73.575,19.4,,64,66,140,267
24.94846123,60.17476233,DNA,,121.2333333,320.45,763.3,97,96,301,565
24.94846123,60.17476233,Elisa,,25.1,,,76,59,205,222
24.94846123,60.17476233,Telia,23.1,45.65,,,51,50,154,311
24.94846123,60.17699617,DNA,92.3,,,,89,84,326,481
24.94846123,60.17699617,Telia,34.6,30.7,,,43,40,173,325
24.94846123,60.18146339,DNA,58.66666667,81.06,502.1,403.7,82,82,396,377
24.94846123,60.18146339,Elisa,80.8,10,,217,68,45,132,198
24.94846123,60.18146339,Telia,30.55,19.4,312.4,,36,38,263,328
24.94846123,60.18369677,DNA,78.98333333,73.675,419.2,159.4,96,83,360,305
24.94846123,60.18369677,Elisa,62.2,67.88333333,172.9,221.1666667,67,66,153,194
24.94846123,60.18369677,Telia,59.4,47.62,329.7,399.45,46,45,293,369
24.94846123,60.18593,DNA,141.8666667,130.04,247.1666667,262.8,111,98,350,307
24.94846123,60.18593,Elisa,62,69.43333333,244.55,93.03333333,69,76,188,154
24.94846123,60.18593,Telia,64.18333333,137.0333333,222.2,395.0666667,54,55,286,372
24.94846123,60.18816308,DNA,115.46,102.975,703.8,222.8333333,106,102,470,289
24.94846123,60.18816308,Elisa,94.86666667,98.65,273.6,190.05,76,83,199,180
24.94846123,60.18816308,Telia,79.62,104.45,450.9,,65,74,345,354
24.94846123,60.190396,DNA,125.4166667,122.225,195.8,293.5,103,109,391,306
24.94846123,60.190396,Elisa,67.76666667,50.83333333,180.78,126.4333333,74,70,172,182
24.94846123,60.190396,Telia,60.58,77,331.56,387.2,66,69,312,360
24.94846123,60.19262878,DNA,95.1,27.2,425,410.3,96,89,418,370
24.94846123,60.19262878,Elisa,130.8,60.975,287.85,230.15,91,69,209,197
24.94846123,60.19262878,Telia,57.83333333,49,,419.4,66,58,274,387
24.94846123,60.1948614,DNA,73.33333333,136.78,542.5,422.2666667,103,118,454,402
24.94846123,60.1948614,Elisa,79.825,79.225,,,75,72,196,178
24.94846123,60.1948614,Telia,78.5,76.725,312.9333333,566.25,66,67,260,427
24.94846123,60.19709387,DNA,165.8333333,78.4,384.9,365.28,134,103,418,395
24.94846123,60.19709387,Elisa,64.7,67.7,86.66666667,144.05,62,73,138,149
24.94846123,60.19709387,Telia,158.075,92.86666667,123.6,335.3333333,54,70,239,361
24.94846123,60.19932619,DNA,,98.75,,,139,90,362,381
24.94846123,60.19932619,Elisa,62.3,129.3333333,101.6,67.7,59,90,117,109
24.94846123,60.19932619,Telia,185.1,20.65,496.4,,50,53,325,347
24.94846123,60.20155836,DNA,,21.2,,304.5,132,64,319,337
24.94846123,60.20155836,Elisa,,113.8,,,56,86,119,111
24.94846123,60.20155836,Telia,72.7,85.8,,,54,68,277,343
24.94846123,60.20379037,DNA,,106.15,420.8,,121,82,313,310
24.94846123,60.20379037,Elisa,,21.8,,,54,60,133,127
24.94846123,60.20379037,Telia,33.2,,,,45,65,252,331
24.94846123,60.20602223,DNA,,29,,107.2,116,67,278,285
24.94846123,60.20602223,Elisa,26.1,42.7,,,45,65,162,141
24.94846123,60.20602223,Telia,,29.4,,,47,60,266,321
24.94846123,60.20825394,DNA,,40.35,104.6,372.5,113,74,246,343
24.94846123,60.20825394,Elisa,,114.8,205.4,86.3,48,88,203,146
24.94846123,60.20825394,Telia,,100.8333333,295.9,289.7333333,47,74,281,309
24.94846123,60.2104855,DNA,85.25,125.1333333,878.8,224,108,106,272,348
24.94846123,60.2104855,Elisa,46.1,96.6,205.45,,50,87,223,190
24.94846123,60.2104855,Telia,43.1,72.3,,,44,64,265,295
24.94846123,60.21271691,DNA,178.3166667,103.05,12.1,,124,117,250,423
24.94846123,60.21271691,Elisa,39.33333333,47.16666667,187.7,,49,77,205,224
24.94846123,60.21271691,Telia,41.775,60.85,,280.4,47,54,260,279
24.94846123,60.21494817,Elisa,51.7,,,,49,81,177,236
24.94846123,60.21717927,DNA,,,,,77,132,394,440
24.94846123,60.21717927,Elisa,9.1,,,288.8,42,76,167,260
24.94846123,60.21717927,Telia,,,,,67,46,286,299
24.94846123,60.21941022,DNA,58.05,96.2,157.2,550.9333333,86,113,347,439
24.94846123,60.21941022,Elisa,161,77.35,577.5,267.4666667,61,69,215,283
24.94846123,60.21941022,Telia,109.2,46.26666667,,,76,49,296,324
24.94846123,60.22164102,DNA,135,85.56666667,,190.65,110,96,363,343
24.94846123,60.22164102,Elisa,112.75,74.9,402.475,310.3,77,65,321,305
24.94846123,60.22164102,Telia,55.6,72.55,500.15,359.35,61,57,306,331
24.94846123,60.22387167,DNA,100.075,97.15,274.7333333,413.25,97,94,337,350
24.94846123,60.22387167,Elisa,164.25,71.55,483.2,536.7,66,63,355,322
24.94846123,60.22387167,Telia,56.35,73.8,58.5,174.5,56,57,159,273
24.94846123,60.22610217,DNA,34.9,136.8,,,86,105,327,311
24.94846123,60.22610217,Elisa,23.8,,,364.4,56,65,269,340
24.94846123,60.22610217,Telia,13.7,40.3,,,42,49,141,261
24.94846123,60.22833251,DNA,192.05,79.1,,,135,97,304,288
24.94846123,60.22833251,Elisa,,62.06666667,,289.1,71,65,213,312
24.94846123,60.22833251,Telia,,68.9,,163.7,36,51,151,230
24.94846123,60.2305627,DNA,179.6,130.6,157.2,155.5,135,108,279,275
24.94846123,60.2305627,Elisa,112.3,95.8,,278.1,86,68,202,284
24.94846123,60.2305627,Telia,,17,,,30,34,151,257
24.94846123,60.23279275,DNA,,84.96666667,,412.45,90,94,341,354
24.94846123,60.23279275,Elisa,101.45,21.16,150.2666667,288.9,84,47,203,255
24.94846123,60.23279275,Telia,38.33333333,46,,,31,36,150,279
24.94846123,60.23502263,Elisa,69.3,28.8,,289.825,77,45,243,244
24.94846123,60.23725237,DNA,,103.9,,,56,91,336,375
24.94846123,60.23725237,Elisa,,77.75,,,78,56,260,227
24.94846123,60.23725237,Telia,,,65.7,253.1,36,38,133,306
24.94846123,60.23948196,DNA,72.2,115.3,,,65,91,278,368
24.94846123,60.23948196,Elisa,87.3,80.13333333,,,75,62,265,220
24.94846123,60.23948196,Telia,91.9,41.73333333,,,54,45,160,359
24.94846123,60.24171139,DNA,55.3,,,,72,77,223,357
24.94846123,60.24171139,Elisa,197.75,71.24,,,64,69,267,216
24.94846123,60.24171139,Telia,0.4,70.45,,,44,60,159,413
24.94846123,60.24394068,DNA,75.2,56.2,154.3,427.2,84,70,182,350
24.94846123,60.24394068,Elisa,,110.2333333,,284.7,64,83,249,223
24.94846123,60.24394068,Telia,105.3,16.63333333,,639.7,74,54,164,477
24.94846123,60.24616981,DNA,23.8,,40.7,184.2,74,75,172,286
24.94846123,60.24616981,Elisa,68.85,52,133.2,8.75,67,72,182,154
24.94846123,60.24616981,Telia,101.6,49.7,93.1,,73,53,171,407
24.94846123,60.24839879,DNA,153.8,,,342.4,99,72,253,308
24.94846123,60.24839879,Elisa,,94.8,,,62,74,169,200
24.94846123,60.24839879,Telia,29.9,36.625,,,47,48,218,358
24.94846123,60.25062761,DNA,,89.2,426.8,416.45,80,77,349,324
24.94846123,60.25062761,Elisa,68.86666667,53.3,,,60,60,186,213
24.94846123,60.25062761,Telia,,68.06666667,,,42,59,229,323
24.94846123,60.25285629,DNA,89.66666667,127.5,,,86,90,372,308
24.94846123,60.25285629,Elisa,68.4,151.4,193.1,156.7,57,61,218,206
24.94846123,60.25285629,Telia,27.75,74.8,,274.9,42,65,235,281
24.94846123,60.25508481,DNA,125.1,81.66666667,,,98,84,379,317
24.94846123,60.25508481,Elisa,56.76666667,84.275,419.4,137.52,52,65,279,223
24.94846123,60.25508481,Telia,,,,197.7,49,59,212,240
24.94846123,60.25731319,DNA,145.6333333,94.4,,819.4,93,78,371,340
24.94846123,60.25731319,Elisa,42.6,73.75,,,46,60,206,258
24.94846123,60.25731319,Telia,,37.95,,,45,52,181,235
24.94846123,60.25954141,DNA,,82.1,,388.8,58,72,359,360
24.94846123,60.25954141,Elisa,32.6,15.1,,,46,52,157,255
24.94846123,60.25954141,Telia,,54.55,,,45,55,157,230
24.94846123,60.26176948,DNA,447.15,,,,53,83,345,358
24.94846123,60.26176948,Elisa,112.7,100.32,,222.4666667,70,77,150,234
24.94846123,60.26176948,Telia,96.125,78.95,,,57,60,137,226
24.94846123,60.26399739,DNA,537.6,136.9,,,62,107,331,356
24.94846123,60.26399739,Elisa,,129.2,,167.15,57,90,171,206
24.94846123,60.26399739,Telia,62,,,,51,50,118,222
24.94846123,60.26622516,DNA,,,,,65,102,316,354
24.94846123,60.26622516,Elisa,17.5,,,,43,77,194,205
24.94846123,60.26845277,Telia,,,6.7,,36,45,76,215
24.94846123,60.27736171,DNA,79.2,,,,76,66,251,334
24.94846123,60.28626823,Elisa,80.6,77.75,,527.5,86,65,271,374
24.94846123,60.28626823,Telia,70.4,67.16666667,275.3,,65,67,273,239
24.94846123,60.28849448,DNA,,130,370.1,,82,112,297,285
24.94846123,60.28849448,Elisa,97.6,64.93333333,289.8,437.4,93,66,281,373
24.94846123,60.28849448,Telia,,153.5,303.3,328.6,65,71,287,287
24.94846123,60.29072058,DNA,312.3666667,170.825,,,82,134,275,273
24.94846123,60.29072058,Elisa,93.73333333,59.58,,892.2333333,89,68,278,331
24.94846123,60.29072058,Telia,49.2,120.4,328.6,333.4,57,80,299,296
24.94846123,60.29294652,DNA,10.5,114.975,,,69,119,268,264
24.94846123,60.29294652,Elisa,12.45,130.15,,220.6,72,85,268,280
24.94846123,60.29294652,Telia,37.33333333,,454.25,,50,63,321,268
24.94846123,60.29517232,DNA,,136.6,,,96,115,291,287
24.94846123,60.29517232,Elisa,116.7,41.3,,172.45,92,66,259,243
24.94846123,60.29517232,Telia,77.7,40.1,,,56,52,300,251
24.94846123,60.29739796,DNA,,,,,121,105,320,312
24.94846123,60.29739796,Elisa,219.8,57.2,290.7,232.5666667,83,63,267,246
24.94846123,60.29739796,Telia,,30.1,,,49,53,313,247
24.94846123,60.29962345,DNA,177.9,,,,143,99,346,334
24.94846123,60.29962345,Elisa,,63.35,291.2,,74,62,256,219
24.94846123,60.29962345,Telia,,60.05,,,43,67,324,246
24.94846123,60.30184879,DNA,,,419.9,,126,93,365,345
24.94846123,60.30184879,Elisa,47.5,,,,62,63,212,180
24.94846123,60.30184879,Telia,12.3,,,,34,76,328,247
24.94846123,60.3085239,DNA,,,,352.2,38,85,254,335
24.94846123,60.31074864,DNA,2.6,,,,22,86,233,317
24.94846123,60.31074864,Elisa,,61.9,,98.8,49,63,144,126
